ACCESS_WIFI_STATE,CAMERA,CHANGE_NETWORK_STATE,CHANGE_WIFI_STATE,DISABLE_KEYGUARD,GET_TASKS,INSTALL_PACKAGES,READ_CALL_LOG,READ_CONTACTS,READ_EXTERNAL_STORAGE,READ_HISTORY_BOOKMARKS,READ_LOGS,READ_PHONE_STATE,READ_SMS,RECEIVE_BOOT_COMPLETED,RESTART_PACKAGES,SEND_SMS,SET_WALLPAPER,SYSTEM_ALERT_WINDOW,WRITE_APN_SETTINGS,WRITE_CONTACTS,WRITE_SETTINGS,class
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,S
0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,S
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,S
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,S
0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,S
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,S
1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,S
0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,S
1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,S
1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,S
0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,S
1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,S
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,S
1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,S
1,0,0,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,S
0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,S
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,S
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,S
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,S
1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,S
1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,S
1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,1,S
1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,S
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,S
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,S
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,S
1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,S
1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,S
1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,S
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S
0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,S
1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,S
0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,S
0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,S
1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,1,S
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S
0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,1,0,S
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,S
0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,S
1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,S
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,S
1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,S
1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,S
1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,S
1,1,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,1,S
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,S
1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,S
1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,1,0,S
1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,S
0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,S
1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,S
0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,S
1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,S
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S
1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,S
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,S
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,S
1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,S
0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,1,0,S
1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,S
0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,S
1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,S
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,S
1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,S
1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,S
0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,S
0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,S
0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,S
1,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,S
0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,1,0,0,1,0,S
1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,S
0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,1,0,0,1,0,S
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,S
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,S
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,S
1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,S
1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,S
1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,S
1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,S
1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,S
1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,S
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,S
0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,S
0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,1,0,S
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,S
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,S
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,S
1,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,S
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,S
1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,S
1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,S
0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,S
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,S
0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,S
1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,S
1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,S
0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,S
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,S
1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,S
0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,S
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,S
0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,S
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,S
0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,S
1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,S
0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,S
0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,S
1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,S
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,S
1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,S
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,S
0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,S
1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,S
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,S
0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,S
0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,S
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,S
0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,S
1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,S
1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,S
0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,S
0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,S
0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,S
1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,1,S
1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,S
1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,S
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,S
0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,S
0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,S
0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,S
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,S
0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,1,0,0,1,S
1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,1,0,S
0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,S
0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,S
0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,S
1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,S
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,S
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S
1,0,0,1,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,S
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,S
1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,S
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S
1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,S
0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,S
0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,S
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,S
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,S
1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,S
1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,S
1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,S
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,S
1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,S
1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,S
0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,S
1,0,1,1,1,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,1,1,S
1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,S
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,S
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,S
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,S
0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,S
1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,S
1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,S
1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,S
1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,S
0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,1,0,S
0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,S
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,S
0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,S
1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,S
0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,S
1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,1,0,S
1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,S
1,1,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,S
0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,1,0,S
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,S
0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,S
0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,S
1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,S
1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,S
1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,S
1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,S
0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,1,S
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,S
0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,S
1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,S
0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,S
1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,S
1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,S
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,S
0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,1,1,S
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,S
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,S
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,S
1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,S
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,S
1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,1,S
0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,S
0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,S
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,S
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,S
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,S
0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,S
0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,S
0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,S
1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,S
1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,S
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S
0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,S
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,S
0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,S
1,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,S
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,S
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,S
1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,1,S
0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,1,0,1,S
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,S
0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,S
0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,S
0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,S
1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,S
0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,S
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,S
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S
1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,S
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,S
0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,S
0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,S
1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,S
0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,S
0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,S
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,S
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,S
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,S
0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,S
1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,S
1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,S
0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,S
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,S
1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,S
1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,S
1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,S
1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,S
1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,S
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,S
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,S
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,S
1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,S
1,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,S
1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,1,0,S
0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,S
1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,S
1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,S
1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,1,0,S
1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,S
0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,S
